GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Emissary,emissary.output.filter,JsonOutputFilter.IbdoPayloadMixin,3,0,0,0,1,0,1,0,1,0
Emissary,emissary.output.filter,JsonOutputFilter.IbdoModule,0,14,0,0,0,3,0,1,0,1
Emissary,emissary.config,ConfigUtil,156,909,28,104,36,200,27,69,5,25
Emissary,emissary.config,ConfigEntry,48,19,4,0,10,8,6,4,4,4
Emissary,emissary.config,ExtractResource,201,0,28,0,54,0,23,0,9,0
Emissary,emissary.config,ConfigSyntaxException,12,4,0,0,4,2,2,1,2,1
Emissary,emissary.config,ServiceConfigGuide,259,1681,34,181,62,370,30,129,2,47
Emissary,emissary.output,DropOffPlace,381,600,52,46,80,128,48,21,9,11
Emissary,emissary.output,DropOffUtil.FileTypeCheckParameter,0,70,0,0,0,6,0,3,0,3
Emissary,emissary.output,DropOffUtil,809,1320,163,182,145,296,128,94,14,28
Emissary,emissary,Emissary,38,334,1,15,15,86,5,17,4,10
Emissary,emissary.client.response,PeersResponseEntity,126,0,12,0,33,0,15,0,9,0
Emissary,emissary.client.response,AgentsFormatter,0,57,0,0,0,16,0,5,0,5
Emissary,emissary.client.response,AgentsFormatter.Builder,0,21,0,0,0,7,0,4,0,4
Emissary,emissary.client.response,Config,89,0,2,0,22,0,10,0,9,0
Emissary,emissary.client.response,PlaceList,49,28,2,0,13,10,4,6,3,6
Emissary,emissary.client.response,BaseResponseEntity,23,17,4,0,8,5,5,3,3,3
Emissary,emissary.client.response,Agent,5,44,0,0,1,14,1,9,1,9
Emissary,emissary.client.response,Directory,41,58,0,0,16,17,10,9,10,9
Emissary,emissary.client.response,DirectoryResponseEntity,27,19,0,0,10,6,4,4,4,4
Emissary,emissary.client.response,DirectoryList,65,28,4,0,15,10,5,6,3,6
Emissary,emissary.client.response,AgentList,4,73,0,2,2,21,1,9,1,8
Emissary,emissary.client.response,MapResponseEntity,36,22,2,0,8,7,4,4,3,4
Emissary,emissary.client.response,ConfigList,53,0,2,0,15,0,7,0,6,0
Emissary,emissary.client.response,PlacesResponseEntity,71,27,8,0,19,8,8,5,4,5
Emissary,emissary.client.response,AgentsResponseEntity,75,23,8,0,17,7,10,4,6,4
Emissary,emissary.client.response,ConfigsResponseEntity,50,0,0,0,15,0,7,0,7,0
Emissary,emissary.client.response,PeerList,66,0,2,0,19,0,9,0,8,0
Emissary,emissary.pickup,WorkSpace.WorkSpaceStats,22,44,2,2,4,11,4,4,3,3
Emissary,emissary.pickup,WorkSpace,885,1033,102,34,218,209,99,36,37,30
Emissary,emissary.pickup,WorkSpace.WorkSpaceDirectoryWatcher,71,11,10,0,17,4,7,1,2,1
Emissary,emissary.pickup,PickupQueue,0,120,0,8,0,33,0,12,0,8
Emissary,emissary.pickup,PriorityDirectory,16,38,1,3,6,12,4,6,3,5
Emissary,emissary.pickup,WorkSpace.WorkSpaceCollector,578,0,70,0,131,0,40,0,5,0
Emissary,emissary.pickup,QueServer,83,129,5,9,26,40,8,8,4,5
Emissary,emissary.pickup,WorkSpace.ClientNotifier,84,0,14,0,22,0,9,0,2,0
Emissary,emissary.pickup,PickUpPlace,968,315,71,7,192,52,62,12,25,10
Emissary,emissary.pickup,PickUpSpace,359,74,25,1,63,15,24,4,11,4
Emissary,emissary.pickup,WorkUnit,8,93,0,0,4,30,2,10,2,10
Emissary,emissary.pickup,WorkBundle,25,955,10,52,8,220,10,72,0,51
Emissary,emissary.core.sentinel.protocols.rules,AllMaxTime,0,57,0,2,0,8,0,5,0,4
Emissary,emissary.core.sentinel.protocols.rules,Rule,34,185,7,13,6,30,7,11,0,8
Emissary,emissary.core.sentinel.protocols.rules,AnyMaxTime,7,50,0,2,2,6,1,4,1,3
Emissary,emissary.spi,ObjectTracingService,54,0,8,0,14,0,6,0,2,0
Emissary,emissary.spi,ObjectTracing.Stage,24,0,0,0,2,0,1,0,1,0
Emissary,emissary.spi,InitializationProvider,1,0,0,0,1,0,1,0,1,0
Emissary,emissary.spi,SPILoader,7,20,0,0,3,7,1,3,1,3
Emissary,emissary.spi,JavaCharSetInitializationProvider,9,19,1,1,3,7,1,3,0,3
Emissary,emissary.spi,EmissaryObjectTracingProvider,16,0,0,0,5,0,3,0,3,0
Emissary,emissary.spi,ClassLocationVerificationProvider,12,92,0,12,5,21,0,13,0,7
Emissary,emissary.server.api,ApiUtils,0,34,0,0,0,9,0,4,0,4
Emissary,emissary.server.api,Pool,87,75,4,4,21,18,4,4,1,3
Emissary,emissary.server.api,Places,55,79,2,6,12,19,2,6,1,3
Emissary,emissary.server.api,MetricsAction,11,14,0,0,3,3,0,2,0,2
Emissary,emissary.server.api,Peers,98,0,2,0,23,0,4,0,3,0
Emissary,emissary.server.api,Directories,11,60,0,2,3,15,0,4,0,3
Emissary,emissary.server.api,HealthCheckAction,11,15,0,0,3,3,0,2,0,2
Emissary,emissary.server.api,Version,64,46,2,0,15,12,2,4,1,4
Emissary,emissary.server.api,Pause,51,0,6,0,12,0,10,0,7,0
Emissary,emissary.server.api,Configs,224,0,16,0,41,0,20,0,12,0
Emissary,emissary.server.api,Env,28,121,3,3,6,24,2,6,0,5
Emissary,emissary.server.api,Shutdown,51,0,2,0,17,0,7,0,6,0
Emissary,emissary.server.api,Agents,142,72,2,0,25,17,7,6,6,6
Emissary,emissary.core.sentinel.protocols,Protocol,43,235,5,13,13,44,7,14,2,10
Emissary,emissary.core.sentinel.protocols,Protocol.PlaceAgentStats,0,51,0,2,0,13,0,7,0,6
